barcode	stain_status	id	accessURI	institutionCode	catalogNumber	recordedBy	year	month	day	verbatimEventDate	country	stateProvince	county	locality	identifiedBy	scientificName
00138265	unstained	http://n2t.net/ark:/65665/3b622b909-8999-4733-9fd5-7d36ce886327	http://n2t.net/ark:/65665/m369762343-f13e-4b61-a653-6ef33e38c78f	US	1269930	A. S. Oersted	1847	5		-- May 1847	Costa Rica	San José		In Monte Barba.		Ohigginsia psychotriaefolia
00138268	unstained	http://n2t.net/ark:/65665/3e7f34826-f3b9-4575-87f9-3b74ac9d7b71	http://n2t.net/ark:/65665/m3400c427d-5630-4ccb-a3c3-59747f1dff80	US	861910	A. Tonduz	1913	4	25	25 Apr 1913	Costa Rica			Rio Barranca at San Juan, near San Ramon		Hoffmannia ramonensis
00138299	unstained	http://n2t.net/ark:/65665/304750e9e-f760-4e4d-915b-ef68e85121a2	http://n2t.net/ark:/65665/m385d43dea-9c05-4e8b-ac5d-520a54a443f4	US	1992775	H. St. John & F. R. Fosberg	1934	8	5	05 Aug 1934	French Polynesia			S ridge of Pic Rouge. [Tubuai Is.]		Canthium barbatum var. raivavaense
00138303	unstained	http://n2t.net/ark:/65665/364218aec-75c2-43b5-9651-5a9bdcb4c865	http://n2t.net/ark:/65665/m365a3876f-21a7-4a85-b80c-87d89e8b1394	US	1293850	M. Ramos & G. E. Edaño	1916	8		-- Aug 1916 to  -- Sep 1916	Philippines	Quezon		Mt. Dingalan.		Plectronia cordata
00138327	unstained	http://n2t.net/ark:/65665/302c5be5f-98c1-4f7f-94cc-3f380f9ebc01	http://n2t.net/ark:/65665/m3de5873c8-8aa4-4b65-a61b-b8c463612cb9	US	1303707	E. L. Ekman	1926	9	22	22 Sep 1926	Dominican Republic	Barahona		Coueve-en-haut, Trujin.		Guettarda barahonensis
00138331	unstained	http://n2t.net/ark:/65665/335f459fa-6aee-427a-9c53-aad65657effb	http://n2t.net/ark:/65665/m31e6bf2d5-8f35-46f1-b5e2-ba78dae04687	US	987347	H. F. Pittier	1917	6	24	24 Jun 1917	Venezuela	Federal District		Middle Cotiza, near Caracas.		Guettarda caracasana
00138390	unstained	http://n2t.net/ark:/65665/3b125a01b-5aa2-48ab-b9d9-b7d77a4fc3ca	http://n2t.net/ark:/65665/m3238760ce-e613-4ba8-9d1d-1fb97f5be51d	US	403341	P. Sintenis	1885	1	25	25 Jan 1885	Puerto Rico			Guanica prope Salinas.		Antirhea acutata var. latifolia
00138410	unstained	http://n2t.net/ark:/65665/32d772281-7a10-426e-a83e-3caab3400098	http://n2t.net/ark:/65665/m398deda24-80cf-4c64-840d-4ec130ee307b	US	1410240	E. L. Ekman	1924	7	31	31 Jul 1924	Haiti			Massif de La Selle, between Morne Tranchant and Morne Brouet, the Baud River.		Laugeria lineolata
00138443	unstained	http://n2t.net/ark:/65665/3c399ae32-e67d-4f14-913d-3d16015aceca	http://n2t.net/ark:/65665/m3d07333de-535e-4aab-a48b-b8a060c8f70f	US	1458326	G. Klug	1934	10		-- Oct 1934	Peru	San Martín		Juan Jui, Alto Rio Huallaga.		Chomelia barbellata
00138455	unstained	http://n2t.net/ark:/65665/3dd0148cf-5c55-4f78-a685-68b083655dc4	http://n2t.net/ark:/65665/m34e27e400-adab-4e31-9f65-2a456df72a9b	US	943458	A. Tonduz	1896	2		-- Feb 1896	Costa Rica	Puntarenas		Santo Domingo de Golfo Dulce.		Chomelia microloba
00138495	unstained	http://n2t.net/ark:/65665/33249c524-3e61-4d08-94b0-ea842af1e857	http://n2t.net/ark:/65665/m3e239f4b8-f209-4d0e-bda9-0373ea0b5d85	US	316875	C. G. Pringle	1897	6	16	16 Jun 1897	Mexico	Tamaulipas		Near Tampico.		Machaonia floribunda
00138508	unstained	http://n2t.net/ark:/65665/3f5b0f7a3-9b37-4f78-a71e-92f2ffa03955	http://n2t.net/ark:/65665/m3010e6f8f-896a-4be2-ac91-1b9dfc678c1c	US	871441	J. Roig	1917	9	15	15 Sep 1917	Cuba			Pinar del Purio, Cabonico.		Phialanthus macrostemon
00138548	unstained	http://n2t.net/ark:/65665/35e8edb8b-7b80-4f05-b2ca-1fbf4e14a46d	http://n2t.net/ark:/65665/m3e19f28dc-46e2-40c1-831b-15436278bcf7	US	1349152	A. Bagshawe	1907			-- --- 1907	Uganda					Pavetta graveolens
00138550	unstained	http://n2t.net/ark:/65665/365085a55-56a4-4646-82c5-acb761728990	http://n2t.net/ark:/65665/m317300669-6a84-4e60-90a3-3c77fcad7262	US	708984	H. N. Whitford & W. I. Hutchinson	1907	11		-- Nov 1907 to  -- Dec 1907	Philippines	Zamboanga		Tetuan		Pavetta multinervia
00138566	unstained	http://n2t.net/ark:/65665/306aa9f32-444c-4c9d-abe3-303962e2579d	http://n2t.net/ark:/65665/m3cbec4d87-6eb0-4a11-840b-a1d381de6f02	US	2157728	T. G. Yuncker	1953	5	21	21 May 1953	Tonga			Vava'u, below Ha'alaufuli.		Ixora calcicola
00138641	unstained	http://n2t.net/ark:/65665/301c1003c-835c-491d-8c62-9a5bb1115126	http://n2t.net/ark:/65665/m32346a163-e873-4146-846b-83635c7b42be	US	1966297	A. C. Smith	1947	9	9	09 Sep 1947	Fiji			Mba, Hills E of Nandala Creek, ca. 3 mi S of Nandarivatu. [Viti Levu Group]		Psychotria amoena
00138660	unstained	http://n2t.net/ark:/65665/3c9a55ffc-bdd9-46e3-992f-9080b9c5da99	http://n2t.net/ark:/65665/m3da0f1980-4e74-4aa5-9923-2c3568a0b088	US	1676110	A. C. Smith	1933	11	14	14 Nov 1933	Fiji			Thakaundrove, Mat. Mariko. [Vanua Levu Group]		Psychotria aurantiocarpa
00138685	unstained	http://n2t.net/ark:/65665/3e3d6bb99-13f0-4c33-be9e-5913f65f7d75	http://n2t.net/ark:/65665/m3fb4014fc-f21a-4bc7-a79a-a67f5dc82846	US	2772888	J. Cuatrecasas	1943	1	6	06 Jan 1943 to  07 Jan 1943	Colombia	Valle del Cauca		Cordillera Occidental, Hoya del Rio Calima, El Cairo.		Psychotria cairoana
00138696	unstained	http://n2t.net/ark:/65665/3e29c5b4d-bacd-4831-8f16-c90e4211c8e3	http://n2t.net/ark:/65665/m311d016b5-ecb5-4cf7-a185-d5fe68f7bf30	US	2214433	H. J. Schlieben	1933	1	30	30 Jan 1933	Tanzania	Morogoro		Nguru Ya Ndege.		Psychotria castaneifolia
00138763	unstained	http://n2t.net/ark:/65665/380f884fc-88fe-4a0f-bca5-b566f069bc97	http://n2t.net/ark:/65665/m3fddce363-3588-413f-998c-13f2a8b37206	US	1770136	E. P. Killip & H. García Barriga	1939	2	11	11 Feb 1939	Colombia	Nariño		Eastern Gorgona Island.		Psychotria garciae
00138792	unstained	http://n2t.net/ark:/65665/3f5b45198-ab39-4e8e-8fc6-40eed1e7e62c	http://n2t.net/ark:/65665/m33098e83a-4e71-4e27-a4ef-e3980a8f1580	US	2441143	R. S. Cowan & T. R. Soderstrom	1962	2	18	18 Feb 1962	Guyana			Kaieteur plateau, vicinity of Kaieteur Falls.		Psychotria hoffmannseggiana f. pubescens
00138807	unstained	http://n2t.net/ark:/65665/33cf617a8-d2d0-4c89-81e4-83ff772d71a8	http://n2t.net/ark:/65665/m325082891-f6b7-4570-98a8-38db04abb0fa	US	702482	M. R. Schomburgk	1837			-- --- 1837	Guyana			Essequibo River.		Psychotria inundata
00138834	unstained	http://n2t.net/ark:/65665/38aa9a2bc-c397-4903-bc24-a08753711171	http://n2t.net/ark:/65665/m34a76026e-78ae-4995-a7df-248cad1cdcfd	US	629941	A. D. E. Elmer	1907	3		-- Mar 1907	Philippines	Benguet		Baguio.		Psychotria loheri
00138859	unstained	http://n2t.net/ark:/65665/32397a052-9981-491b-87bf-14ae9e3ab86f	http://n2t.net/ark:/65665/m388917f30-2a65-492a-9295-b11a588e477f	US	1180093	W. R. Maxon & A. D. Harvey	1923	7	20	20 Jul 1923	Costa Rica	Cartago		Santa Clara		Psychotria maxonii
00138861	unstained	http://n2t.net/ark:/65665/333b38372-e3f1-4cc3-ad58-841f5ebf19a8	http://n2t.net/ark:/65665/m37dc05da8-9cc9-4e94-9118-f6934ba89d59	US	706267	W. I. Hutchinson	1906	5		-- May 1906	Philippines	Misamis Occidental		Mt. Malindang.		Psychotria mearnsii
00138895	unstained	http://n2t.net/ark:/65665/358915569-9540-45c8-8e5d-acdbe2bc411a	http://n2t.net/ark:/65665/m36e188b02-e41a-432a-8631-e841bce98955	US	1306503	P. C. Standley & J. Valerio R.	1926	3	3	03 Mar 1926	Costa Rica	Heredia		Cerros de Zurqui, NE of San Isidro.		Psychotria orchidearum
00138922	unstained	http://n2t.net/ark:/65665/38bfce28d-0d91-4055-87fe-fe1b10907d76	http://n2t.net/ark:/65665/m30ec88522-712d-42df-a9ec-2955c408d6b2	US	705189	A. D. E. Elmer	1907	5		-- May 1907	Philippines	Quezon		Lucban, Province of Tayabas, Luzon.		Psychotria pilosella
00138943	unstained	http://n2t.net/ark:/65665/3252afe41-f5f7-4a5e-a0b5-3e8129c4ffcc	http://n2t.net/ark:/65665/m3a8837212-e6d8-4a40-adc2-22de719aea57	US	567269	C. A. Purpus	1913	8		-- Aug 1913	Mexico	Chiapas		Cerro de Boqueron.		Psychotria purpusii
00138951	unstained	http://n2t.net/ark:/65665/345f8c7cf-9272-4291-9447-9aa39b3d596b	http://n2t.net/ark:/65665/m345b038dd-9409-4df0-a0a1-802cd2b80496	US	792762	J. A. Shafer	1910	3	23	23 Mar 1910	Cuba	Oriente		Navas to Camp Buena Vista.		Psychotria rectinervis
00138955	unstained	http://n2t.net/ark:/65665/32daa9961-c150-4285-aad9-94c44c3be430	http://n2t.net/ark:/65665/m3a099ed6e-0d27-405c-b884-dd4a8eaf93d2	US	904852	A. D. E. Elmer	1911	4		-- Apr 1911	Philippines			Puerto Princesa (Mt. Pulgar), Province of Palawan.		Psychotria repens
00138964	unstained	http://n2t.net/ark:/65665/3f7f8d15a-7212-46f5-932f-12ee4a364c4f	http://n2t.net/ark:/65665/m3d3975644-58f3-4a44-94c3-c98e94cc2a00	US	1742420	O. L. Haught	1937	4	30	30 Apr 1937	Colombia	Santander		Valley of Dorada Creek, about 8 km S of Raizudo.		Psychotria rosea var. trichophora
00138977	unstained	http://n2t.net/ark:/65665/3138bf49e-8483-45ab-8045-9c1cf33cc918	http://n2t.net/ark:/65665/m375a214da-8058-4ed7-ac40-5351ceb5cfe3	US	901903	E. D. Merrill	1911	11		-- Nov 1911 to  -- Dec 1911	Philippines	Zamboanga		Tetuan		Psychotria sarcocarpa
00139003	unstained	http://n2t.net/ark:/65665/34d2209b1-d8c2-4007-bfad-930e107ac1cb	http://n2t.net/ark:/65665/m3b2f9793b-14c4-4a90-b16c-9d15ef8cbe95	US	2622111	J. A. Steyermark	1966	3	3	03 Mar 1966	Venezuela	Sucre		Peninsula de Paria, northeast of Irapa.		Psychotria sucrensis
00139013	unstained	http://n2t.net/ark:/65665/34c9a574b-9110-4c09-8b5a-6ec50acd0b23	http://n2t.net/ark:/65665/m3fc9f8bf5-a4aa-4ad9-b2f1-c23a8ed661b6	US	711443	M. L. Merritt	1908	12		-- Dec 1908	Philippines	Pangasinan		Near Imogen.		Viburnum glaberrimum
00139049	unstained	http://n2t.net/ark:/65665/34015b38d-30f8-4490-8abb-aa7daed844da	http://n2t.net/ark:/65665/m355ac046c-c90c-4ae1-a514-4bcd8a26e31d	US	1800954	F. C. Lehmann				-- Mar ----	Colombia	Cauca		Near Popayan and La Topa.		Viburnum urbanii
00139067	unstained	http://n2t.net/ark:/65665/346a54426-84a2-4732-9cc2-2bdf9729dcee	http://n2t.net/ark:/65665/m391736b23-0239-48be-a700-48f50982e7ba	US	211645	P. A. Rydberg	1892	6	28	28 Jun 1892	United States	South Dakota	Meade	Piedmont & Little Elk Creek.		Lonicera hirsuta var. glaucescens
00139097	unstained	http://n2t.net/ark:/65665/31fbd5368-1797-447d-9d07-ccfe5f1fffed	http://n2t.net/ark:/65665/m3ba0c8298-c903-4aad-8cf1-4908b8a917d1	US	2830882	D. M. Eggers Ware & D. Demaree	1967	5	11	11 May 1967	United States	Arkansas	Hot Spring	SW of the Garland Co. line.		Valerianella nuttallii f. compacta
00139099	unstained	http://n2t.net/ark:/65665/35c219a5b-7f16-424c-bd8e-d2e9e81d00f4	http://n2t.net/ark:/65665/m37f041a1d-c9ff-4c16-af06-23cf7ffef2a2	US	721568	C. W. Short				-- --- 18--	United States	Ohio				Fedia patellaria
00139104	unstained	http://n2t.net/ark:/65665/39e980627-7bf0-48ef-82b5-873805cee6eb	http://n2t.net/ark:/65665/m33dd46042-7303-4a08-8c32-a8b1044b3be0	US	1357035	E. P. Killip & A. C. Smith	1929	4	20	20 Apr 1929 to  22 Apr 1929	Peru	Junín		Tarma.		Valeriana agrimonifolia
00139113	unstained	http://n2t.net/ark:/65665/359a09b60-3200-4884-a2b4-2feb6cb89091	http://n2t.net/ark:/65665/m329759ca5-1638-4d6c-9176-ec4c0ce10832	US	268448	K. Whited	1896	6	9	09 Jun 1896	United States	Washington	Chelan	Wenatchee.		Valeriana columbiana
00139127	unstained	http://n2t.net/ark:/65665/3445b8393-d2c2-46cf-9bc2-6f743e2ee607	http://n2t.net/ark:/65665/m334d8ad1b-a653-49f4-aee7-1aa73b69ad4d	US	325736	M. Bang				-- --- ----	Bolivia					Valeriana jasminoides
00139141	unstained	http://n2t.net/ark:/65665/382c64801-46b4-450e-85e4-3c64946f4ed6	http://n2t.net/ark:/65665/m310b2a49a-ac31-424f-934e-2befa2e39a70	US	2270005	G. Mandon	1857	10		-- Oct 1857 to  -- Apr 1858	Bolivia	La Paz		Sorata		Valeriana micropterina
00139146	unstained	http://n2t.net/ark:/65665/3c433402e-2f44-422f-929a-1ddb3bffcd86	http://n2t.net/ark:/65665/m3ac2b351a-5e25-4acc-b17d-341993716d24	US	1230679	N. Funck & L. Schlim	1847	6		-- Jun 1847	Venezuela	Mérida				Amblyorhinum phylicoides
00139155	unstained	http://n2t.net/ark:/65665/388ce9302-fad3-4589-9d6d-9f15e08587ae	http://n2t.net/ark:/65665/m3c9dcc4d7-a8e1-452d-b2f9-251454bb38b9	US	1755907	H. H. Bartlett				-- --- ----	Indonesia					Grammitis impressa
00139163	unstained	http://n2t.net/ark:/65665/3533997a4-7d00-4e30-86fb-30d9a4be6285	http://n2t.net/ark:/65665/m302ec1d4e-c15c-434e-9660-7d3a6e19e1ee	US	2874645	H. Ruiz López				-- --- ----	Peru	San Martín	Mariscal Cáceres	Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo		Chusquea picta
00139191	unstained	http://n2t.net/ark:/65665/3238e6641-6389-4cb8-942a-f16739ce6ab0	http://n2t.net/ark:/65665/m32e767f63-ec9f-404f-86bd-e592d502123d	US	711017	E. D. Merrill	1914	9		-- --- ----	Philippines	Rizal		Manila		Cyathea atropurpurea
00139202	unstained	http://n2t.net/ark:/65665/3e9c47640-726e-44c5-9217-f06e3a3d85a0	http://n2t.net/ark:/65665/m3e1a5d410-f6d2-4b6d-9851-4b70c0fe48c4	US	2134586	-. Bunnemeijer				-- --- ----	Indonesia					Cyathea contaminans var. persquamulifera
00139206	unstained	http://n2t.net/ark:/65665/3b4d1106c-7295-41e3-9080-473d1d95c531	http://n2t.net/ark:/65665/m33e7141ae-e6fa-4b8f-bc07-3cf356c11854	US	2291945	R. D. Hoogland & R. Pullen	1956	6	29	29 Jun 1956	Malaysia			E New Guinea.		Cyathea cucullifera
00139248	unstained	http://n2t.net/ark:/65665/3c31b5934-b090-4104-a119-4d302cb65756	http://n2t.net/ark:/65665/m364d06628-b3d4-4bfd-9904-ca84f3ffaddc	US	1296094	Bro. León	1921	7	11	11 Jul 1921 to  14 Aug 1921	Cuba			Finca La Salle, cerca de La Loma del Gato; alt. 950m.		Andropogon reinoldii
00139261	unstained	http://n2t.net/ark:/65665/37f00e446-1e93-43e7-9eaa-fe823f140288	http://n2t.net/ark:/65665/m3b933f625-dd4d-4adb-8fab-dedcbbcba288	US	2207487	H. J. Schlieben	1931	5	24	24 May 1931	Tanzania	Iringa		Msima Iringa-hochland Isowi, im Pori.		Andropogon spanianthus
00139266	unstained	http://n2t.net/ark:/65665/3cb31ea1e-616b-4e8e-953c-07d3f0969d63	http://n2t.net/ark:/65665/m37fae60b7-bf13-4e84-afb7-ae2ca2840560	US	75618	S. M. Tracy	1893			-- --- 1893	United States	Mississippi	Harrison	Biloxi.		Andropogon subtenuis
00139277	unstained	http://n2t.net/ark:/65665/3220bfe01-da47-4cee-bbcf-1892721ffc75	http://n2t.net/ark:/65665/m3a9116234-034a-4be8-b6f8-2d3596d69455	US	729794	G. F. Gaumer	1896			-- --- 1896	Mexico	Yucatán		Izamal.		Andropogon yucatanus
00139292	unstained	http://n2t.net/ark:/65665/350b304ed-c41b-4803-bf4f-e7bd0ec015a2	http://n2t.net/ark:/65665/m3895b7543-bfe3-46df-b939-a49134fccf20	US	2117589	C. C. Hosseus	1909			-- --- 1909	Thailand			Wang Djio.		Apocopis siamensis
00139308	unstained	http://n2t.net/ark:/65665/35cf4f9ef-a0b5-448e-92f9-1cd9658a2b37	http://n2t.net/ark:/65665/m351ff08dd-5165-4534-881e-54532f129c7b	US	81015	G. R. Vasey	1881			-- --- 1881	United States	New Mexico		Mts. Las Vegas, N Mex.		Aristida arizonica
00139329	unstained	http://n2t.net/ark:/65665/3d38e5667-0489-4549-ba07-3d64078e9094	http://n2t.net/ark:/65665/m3bf5949c8-d1e5-4e41-8ab8-ab261b5980bf	US	2962844	S. T. Blake	1934	6	7	07 Jun 1934	Australia	Queensland		Townville.		Aristida dissimilis
00139377	unstained	http://n2t.net/ark:/65665/305ff66e2-1bb4-415f-a2c5-e9e836e6478d	http://n2t.net/ark:/65665/m318d74bf5-f9ed-4107-a750-325820d5a304	US	81172	S. B. Parish & W. F. Parish	1882	4		-- Apr 1882	United States	California	Riverside	Agua Caliente, Colorado Desert.		Aristida parishii
00139380	unstained	http://n2t.net/ark:/65665/3da011a0c-db66-4d77-9c52-2cbaef043cea	http://n2t.net/ark:/65665/m3884caf9f-9842-4302-ad1d-5cc38d5d6c73	US	1187760	H. F. Pittier	1922	11	27	27 Nov 1922	Venezuela	Trujillo		Dividive.		Aristida pittieri
00139405	unstained	http://n2t.net/ark:/65665/34a1689e6-b211-4374-af3b-9a6b240348e2	http://n2t.net/ark:/65665/m3bab5ef1e-a752-4701-bc10-bce85b673193	US	81261	C. G. Pringle	1884	4	14	14 Apr 1884	United States	Arizona	Pima	Sierra Tuscon.		Aristida schiedeana var. minor
00139427	unstained	http://n2t.net/ark:/65665/31a830123-58c8-4cc8-911d-7bb65a3936a5	http://n2t.net/ark:/65665/m32b8604cc-ba51-42f8-ac80-0616312711c8	US	81025	T. Stuckert	1909	12	16	16 Dec 1909	Argentina	Córdoba	Santa María	Villa Garcia.		Aristida adscensionis var. densiflora
00139451	unstained	http://n2t.net/ark:/65665/323437493-32f9-4c8a-9474-c523cbcc2704	http://n2t.net/ark:/65665/m396825245-6ffd-4632-9028-78a5c791be44	US	81030	F. W. Humboldt				-- --- ----	Mexico			Between Burras and Guanaxuato; alt. 1060 hexap.		Aristida coarctata
00139457	unstained	http://n2t.net/ark:/65665/38cf1823b-17f5-4e83-92d1-aca9f8da5b80	http://n2t.net/ark:/65665/m3fb5783b9-f80a-49d6-90ab-d7f72efc408b	US	80994	T. P. X. Haenke				-- --- ----	Peru	San Martín	Mariscal Cáceres	Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo		Aristida crinita
00139472	unstained	http://n2t.net/ark:/65665/3b964c5e8-9ecf-4f0e-b6bf-e39e03cc58e5	http://n2t.net/ark:/65665/m362bc946a-6fc4-42e0-be5e-36426f26342d	US	1126709	A. Weberbauer	1914	8		-- Aug 1914	Peru	La Libertad		Pataz, Talsystem des Mixiollo		Arundinaria hirtula
00139475	unstained	http://n2t.net/ark:/65665/3240c3046-5a88-4819-a4d3-990ec3ad9d4e	http://n2t.net/ark:/65665/m3dce4f970-9d6a-4a0c-a6e5-8f6d3a56db8e	US	2808849	-. Wosnessenski	1844			-- --- 1844	USSR	Russian SFSR		Urup.		Arundinaria kurilensis
00139477	unstained	http://n2t.net/ark:/65665/31056adf5-539e-40ef-ba66-2f947fc8b23e	http://n2t.net/ark:/65665/m359c83c09-2df0-4995-977f-0c3e8084426d	US	2809018	A. Michaux				-- --- ----	United States	North Carolina / South Carolina				Arundinaria macrosperma
00139495	unstained	http://n2t.net/ark:/65665/3f8ded160-dd05-4c0f-b928-ad5bfc2cf30d	http://n2t.net/ark:/65665/m3278c0400-2524-4fe0-a2b2-f32a9ac52f73	US	81056	M. Sessé y Lacasta	1820			-- --- 1820	Mexico			Attulio Sesse.		Aristida divaricata
00139501	unstained	http://n2t.net/ark:/65665/307e1f50a-16bf-417f-a4af-0d5c2f730f46	http://n2t.net/ark:/65665/m3e050f712-a865-414c-bedc-7a29064ec383	US	81207	E. Hassler	1912			-- --- 1912 to  -- --- 1913	Paraguay	Amambay		Sierra de Amambay.		Aristida endomelas
00139502	unstained	http://n2t.net/ark:/65665/3e637b821-44a2-4437-b02c-ec7252eaf1aa	http://n2t.net/ark:/65665/m39c34307f-eaa5-4b55-80af-04ff2225aff6	US	81049	E. James				-- --- ----	United States	New Mexico		Canadian River, Long's Exped.		Aristida fasciculata
00139577	unstained	http://n2t.net/ark:/65665/39dcf10fb-d787-495a-a6ae-935467b0746d	http://n2t.net/ark:/65665/m3d3ed1434-5f5e-41cc-98e8-07602112d08f	US	1529856	H. R. E. Handel-Mazzetti	1918	9	27	27 Sep 1918	China	Yunnan				Arundinella fluviatilis
00139590	unstained	http://n2t.net/ark:/65665/3cde90d51-e5c2-43c7-a7da-9bcf55543064	http://n2t.net/ark:/65665/m3f5ec77f4-341b-4b84-8986-cad2902b9a8b	US	734843	F. M. Liebmann	1941	11		-- Nov 1941	Mexico			Mirador.		Atheropogon acuminatus
00139794	unstained	http://n2t.net/ark:/65665/3dd5d3c86-dd74-4300-946f-77e81f0adddc	http://n2t.net/ark:/65665/m365104dfd-d6bc-4ead-a8bd-349bb5c94de4	US	80874	H. Muhlenberg		5		-- May ---- to -- Jun ----	United States	Georgia / South Carolina		Car. et Georg.		Panicum nervosum
00139840	unstained	http://n2t.net/ark:/65665/3b6623212-6042-4621-8d71-8c9b9ca02daa	http://n2t.net/ark:/65665/m392ec6835-eff6-4dad-8619-3d9f05eac5b4	US	80899	L. C. M. Richard				-- --- ----	Unknown (S. Amer.)					Panicum parvifolium
00139888	unstained	http://n2t.net/ark:/65665/370d2ad97-d2e6-4b38-8f8f-2de43b3ceafe	http://n2t.net/ark:/65665/m325947ce6-4371-4e17-b4c9-63119e22f472	US	2903014	T. P. X. Haenke				-- --- ----	Peru			mountains		Panicum polystachyum
00139931	unstained	http://n2t.net/ark:/65665/34fb1730a-7c6d-4674-81c7-7edcfc7f9871	http://n2t.net/ark:/65665/m329689a36-283c-4494-bef0-eefa42761cf1	US	80956	G. Shumard				03 Jul ----	United States	Texas		Main fork of Red River.		Panicum reticulatum
00139944	unstained	http://n2t.net/ark:/65665/390a2e691-2273-4592-98e9-1385c5d1c170	http://n2t.net/ark:/65665/m3dc5147dc-9931-4b12-a2f6-1df1ab70f84f	US	1445203	J. Rowland				-- --- ----	Nigeria	Lagos		Near Lagos.		Panicum rowlandii
00139957	unstained	http://n2t.net/ark:/65665/3da2049b9-ab9e-46c6-9b3b-d123851d48c9	http://n2t.net/ark:/65665/m3e3c92c40-1db7-416c-92e0-60ea5dadfb55	US	78074	A. Weberbauer	1902	3		-- Mar 1902	Peru	Puno		Sandia.		Panicum sandiense
00139958	unstained	http://n2t.net/ark:/65665/32485e575-a2e9-422b-8342-c8264dfefabd	http://n2t.net/ark:/65665/m3ea260b93-8ec9-4ca8-b530-fad7857fbbc9	US	81099	M. Sessé y Lacasta	1804			-- --- 1804	Mexico			E of Monserrat		Panicum scaberrimum
00139961	unstained	http://n2t.net/ark:/65665/35d5d959d-1147-4f93-8ed3-1a55bf60b6ee	http://n2t.net/ark:/65665/m37bca100f-7451-466f-b78a-e67cc08ec058	US	2808950	W. Baldwin				-- --- ----	United States	Georgia	Chatham	Savannah.		Panicum scabriusculum
00140023	unstained	http://n2t.net/ark:/65665/3b703572d-15a0-488e-a76c-8b3e12c3192b	http://n2t.net/ark:/65665/m3c73f0913-cc44-4e6f-a7cc-87fc2eaa139f	US	79734	Collector unknown				-- --- ----	French Guiana			Island of Cayenne.		Panicum stoloniferum
00140030	unstained	http://n2t.net/ark:/65665/35e637486-58d0-47c2-bb44-d47a3b9a6b44	http://n2t.net/ark:/65665/m399a3cd47-5fac-4e62-9ad6-8e3b5e49b6d9	US	2808871	ex herb. Elliott				-- May ---- to -- Jun ----	United States	South Carolina				Panicum subbarbulatum
00140041	unstained	http://n2t.net/ark:/65665/351a00c1c-1446-4a75-a028-5b95cb3f8582	http://n2t.net/ark:/65665/m34bba2273-2dd0-4c8b-a7d9-a4ec4f6d908c	US	81141	F. Hostmann & A. Kappler				-- --- ----	Suriname					Panicum surinamense
00140045	unstained	http://n2t.net/ark:/65665/312e55cf5-944f-4511-a8b2-af13d4dcee52	http://n2t.net/ark:/65665/m3f1e2b013-4c7a-456a-93a7-b65e43c711ed	US	81291	K. K. Mackenzie	1898	8	25	25 Aug 1898 to  10 Sep 1898	United States	Louisiana	Calcasieu	Lake Charles.		Panicum taxodiorum
00140058	unstained	http://n2t.net/ark:/65665/3c406d7af-f257-4aaf-b399-6e216f55a82e	http://n2t.net/ark:/65665/m3a3d3c6d5-3f1a-4691-8d16-6727af9d8c18	US	1126069	G. H. K. Thwaites				-- --- ----	Sri Lanka			Ceylon		Panicum thwaitesii
00140078	unstained	http://n2t.net/ark:/65665/3bdb41544-43e1-4e67-877e-816bac3a72f9	http://n2t.net/ark:/65665/m39d13a519-58ca-4d49-8f4a-d89920b9279b	US	2383599	G. V. Nash	1897	6	22	22 Jun 1897	United States	New York	Bronx	New York Botanical Garden, Hemlock Grove.		Panicum tsugetorum
00140101	unstained	http://n2t.net/ark:/65665/3f5225b82-0304-4e95-b7d4-d31ef0aa3cca	http://n2t.net/ark:/65665/m35753c298-63ad-48cd-b0d4-782624648ef4	US	733027	G. W. Schimper				-- --- ----	Ethiopia			Adoua.		Pappophorum schimperianum
00140136	unstained	http://n2t.net/ark:/65665/3d2e27a55-25e2-44f5-bb05-2b972a0dd730	http://n2t.net/ark:/65665/m325c22d01-962b-4a03-8e9a-59a23d84f282	US	1911684	W. L. Necker	1945	11	1	01 Nov 1945	Northern Mariana Islands			Sabanaa.		Paspalum cartilagineum var. biglumaceum
00140146	unstained	http://n2t.net/ark:/65665/3260deed1-0dd9-4f35-8143-2f414dd8ad05	http://n2t.net/ark:/65665/m3a8672e49-b4c5-4452-821a-8ef19c144afb	US	438112	E. D. Merrill	1903	10		-- Oct 1903	Philippines	Bataan		Lamao River, Mt Mariveles		Paspalum commersonii var. hirsutum
